config1,config2,config4
0.10811,0.117117117,0.117117117
0.10811,0.153153153,0.189189189
0.10811,0.117117117,0.126126126
0.12613,0.108108108,0.117117117
0.11712,0.108108108,0.117117117
0.10811,0.135135135,0.135135135
0.11712,0.126126126,0.162162162
0.10811,0.108108108,0.144144144
0.11712,0.108108108,0.153153153
0.10811,0.108108108,0.171171171
0.11842,0.131578947,0.144736842
0.09211,0.157894737,0.144736842
0.14474,0.105263158,0.144736842
0.09211,0.092105263,0.157894737
0.14474,0.118421053,0.144736842
0.11842,0.092105263,0.105263158
0.14474,0.105263158,0.118421053
0.14474,0.105263158,0.144736842
0.11842,0.118421053,0.105263158
0.11842,0.144736842,0.118421053
0.12432,0.124324324,0.124324324
0.12432,0.124324324,0.124324324
0.12432,0.124324324,0.140540541
0.12432,0.140540541,0.140540541
0.12432,0.124324324,0.124324324
0.12432,0.124324324,0.124324324
0.11351,0.124324324,0.124324324
0.12432,0.097297297,0.124324324
0.12432,0.124324324,0.140540541
0.12432,0.124324324,0.140540541
0.13333,0.133333333,0.16
0.13333,0.133333333,0.213333333
0.14667,0.12,0.2
0.12000,0.12,0.213333333
0.17333,0.186666667,0.186666667
0.16000,0.213333333,0.146666667
0.16000,0.146666667,0.186666667
0.13333,0.146666667,0.2
0.16000,0.16,0.2
0.14667,0.133333333,0.226666667
0.18343,0.218934911,0.25443787
0.25444,0.195266272,0.266272189
0.25444,0.24260355,0.25443787
0.25444,0.183431953,0.25443787
0.21893,0.230769231,0.195266272
0.20710,0.207100592,0.266272189
0.20710,0.230769231,0.195266272
0.20710,0.25443787,0.25443787
0.24260,0.195266272,0.25443787
0.25444,0.24260355,0.24260355
0.05521,0.159509202,0.147239264
0.03681,0.159509202,0.018404908
0.01840,0.036809816,0.018404908
0.07362,0.055214724,0.110429448
0.03681,0.128834356,0.159509202
0.03681,0.018404908,0.159509202
0.01840,0.159509202,0.159509202
0.01840,0.159509202,0.159509202
0.01840,0.073619632,0.128834356
0.05521,0.018404908,0.036809816
0.17568,0.189189189,0.175675676
0.24324,0.202702703,0.175675676
0.17568,0.162162162,0.216216216
0.18919,0.175675676,0.189189189
0.16216,0.202702703,0.202702703
0.18919,0.162162162,0.189189189
0.20270,0.175675676,0.202702703
0.14865,0.189189189,0.162162162
0.17568,0.175675676,0.148648649
0.14865,0.189189189,0.202702703
0.05556,0.092592593,0.185185185
0.05556,0.111111111,0.12962963
0.05556,0.12962963,0.148148148
0.05556,0.111111111,0.092592593
0.07407,0.111111111,0.111111111
0.09259,0.111111111,0.111111111
0.09259,0.055555556,0.185185185
0.09259,0.148148148,0.12962963
0.05556,0.166666667,0.148148148
0.07407,0.148148148,0.222222222
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18699,0.18699187,0.18699187
0.18110,0.181102362,0.196850394
0.18110,0.196850394,0.196850394
0.18110,0.196850394,0.196850394
0.18110,0.181102362,0.196850394
0.18110,0.181102362,0.196850394
0.18110,0.196850394,0.196850394
0.16535,0.196850394,0.196850394
0.18110,0.181102362,0.196850394
0.18110,0.196850394,0.181102362
0.18110,0.196850394,0.196850394
0.26012,0.335260116,0.323699422
0.33526,0.312138728,0.352601156
0.26590,0.312138728,0.346820809
0.24855,0.306358382,0.352601156
0.27746,0.387283237,0.358381503
0.21965,0.38150289,0.306358382
0.21965,0.289017341,0.317919075
0.26590,0.352601156,0.289017341
0.21387,0.329479769,0.300578035
0.31792,0.294797688,0.335260116
0.27352,0.277899344,0.306345733
0.26477,0.284463895,0.396061269
0.27352,0.315098468,0.363238512
0.28446,0.295404814,0.371991247
0.29322,0.317286652,0.354485777
0.29978,0.374179431,0.345733042
0.26915,0.269146608,0.382932166
0.31729,0.376367615,0.382932166
0.26477,0.29321663,0.38512035
0.30197,0.284463895,0.319474836
0.16883,0.212121212,0.264069264
0.13420,0.268398268,0.264069264
0.18182,0.199134199,0.255411255
0.23810,0.233766234,0.285714286
0.19913,0.264069264,0.251082251
0.18182,0.255411255,0.268398268
0.18182,0.229437229,0.177489177
0.18615,0.194805195,0.233766234
0.14719,0.32034632,0.225108225
0.12987,0.194805195,0.207792208
0.16129,0.189964158,0.250896057
0.14337,0.200716846,0.200716846
0.18638,0.204301075,0.218637993
0.15412,0.207885305,0.29390681
0.16846,0.207885305,0.211469534
0.16487,0.189964158,0.189964158
0.16129,0.200716846,0.186379928
0.18638,0.182795699,0.229390681
0.17204,0.197132616,0.23297491
0.19355,0.182795699,0.222222222
0.22400,0.248,0.304
0.24267,0.205333333,0.256
0.25600,0.352,0.28
0.21067,0.258666667,0.216
0.22933,0.301333333,0.229333333
0.30133,0.256,0.349333333
0.22667,0.304,0.274666667
0.20533,0.256,0.314666667
0.19467,0.242666667,0.354666667
0.24800,0.224,0.336
0.17160,0.25443787,0.230769231
0.15976,0.100591716,0.224852071
0.18935,0.195266272,0.224852071
0.12426,0.24260355,0.295857988
0.20710,0.207100592,0.236686391
0.15976,0.147928994,0.272189349
0.26627,0.207100592,0.218934911
0.18935,0.272189349,0.106508876
0.20710,0.106508876,0.307692308
0.26627,0.218934911,0.266272189
0.18149,0.213523132,0.192170819
0.19573,0.185053381,0.277580071
0.18505,0.181494662,0.263345196
0.16726,0.277580071,0.192170819
0.19573,0.195729537,0.192170819
0.17794,0.274021352,0.263345196
0.19929,0.195729537,0.295373665
0.16726,0.195729537,0.234875445
0.17438,0.274021352,0.177935943
0.18505,0.284697509,0.224199288
0.33887,0.372093023,0.435215947
0.34219,0.375415282,0.382059801
0.36213,0.428571429,0.368770764
0.36213,0.362126246,0.411960133
0.36545,0.348837209,0.42192691
0.33223,0.328903654,0.358803987
0.37209,0.338870432,0.425249169
0.37209,0.362126246,0.355481728
0.37209,0.375415282,0.428571429
0.37209,0.318936877,0.362126246
0.38971,0.455882353,0.488970588
0.39706,0.459558824,0.433823529
0.40074,0.466911765,0.481617647
0.42647,0.5,0.485294118
0.38971,0.459558824,0.5
0.40074,0.419117647,0.433823529
0.40809,0.419117647,0.444852941
0.41912,0.430147059,0.419117647
0.40809,0.393382353,0.459558824
0.37868,0.463235294,0.496323529
0.22742,0.244147157,0.25083612
0.22742,0.234113712,0.25083612
0.23077,0.25083612,0.244147157
0.23411,0.254180602,0.264214047
0.24080,0.244147157,0.25083612
0.25084,0.244147157,0.294314381
0.24080,0.227424749,0.244147157
0.23746,0.240802676,0.327759197
0.23411,0.25083612,0.254180602
0.22408,0.247491639,0.331103679
0.15833,0.206666667,0.311666667
0.15333,0.261666667,0.288333333
0.18167,0.21,0.283333333
0.16500,0.276666667,0.313333333
0.16000,0.211666667,0.248333333
0.19167,0.213333333,0.278333333
0.17333,0.308333333,0.303333333
0.16833,0.238333333,0.23
0.15333,0.24,0.186666667
0.16833,0.228333333,0.36
0.21566,0.273351648,0.395604396
0.19918,0.31043956,0.282967033
0.23626,0.355769231,0.383241758
0.17995,0.315934066,0.350274725
0.18269,0.340659341,0.379120879
0.20467,0.226648352,0.299450549
0.17720,0.336538462,0.346153846
0.22253,0.29532967,0.417582418
0.35989,0.399725275,0.292582418
0.23901,0.309065934,0.309065934
0.26984,0.288888889,0.365079365
0.22222,0.406349206,0.314285714
0.25714,0.253968254,0.412698413
0.24127,0.33968254,0.380952381
0.25397,0.301587302,0.384126984
0.22222,0.336507937,0.46984127
0.24444,0.298412698,0.371428571
0.22857,0.4,0.39047619
0.31429,0.292063492,0.352380952
0.22857,0.380952381,0.304761905
0.27821,0.233463035,0.36770428
0.21790,0.258754864,0.392996109
0.19650,0.293774319,0.287937743
0.21984,0.262645914,0.426070039
0.19455,0.291828794,0.328793774
0.28210,0.272373541,0.340466926
0.19261,0.194552529,0.245136187
0.18093,0.379377432,0.299610895
0.19844,0.354085603,0.243190661
0.24514,0.229571984,0.274319066
0.17749,0.220779221,0.303030303
0.20058,0.196248196,0.209235209
0.20635,0.226551227,0.232323232
0.18470,0.215007215,0.238095238
0.21356,0.236652237,0.334776335
0.18470,0.191919192,0.32034632
0.20058,0.197691198,0.295815296
0.18326,0.207792208,0.262626263
0.20202,0.255411255,0.316017316
0.21356,0.324675325,0.245310245
0.14858,0.245283019,0.216981132
0.20991,0.29245283,0.360849057
0.17453,0.224056604,0.308962264
0.15330,0.172169811,0.285377358
0.17925,0.245283019,0.233490566
0.14858,0.247641509,0.245283019
0.22406,0.191037736,0.280660377
0.16274,0.228773585,0.240566038
0.24292,0.183962264,0.221698113
0.23113,0.141509434,0.257075472
0.18584,0.205752212,0.278761062
0.19027,0.238938053,0.398230088
0.25885,0.278761062,0.261061947
0.15265,0.247787611,0.261061947
0.17478,0.247787611,0.283185841
0.30310,0.278761062,0.261061947
0.13938,0.278761062,0.256637168
0.15487,0.258849558,0.334070796
0.16150,0.236725664,0.28539823
0.17478,0.17920354,0.256637168
0.12205,0.179133858,0.214566929
0.15945,0.238188976,0.257874016
0.15157,0.236220472,0.281496063
0.16929,0.257874016,0.230314961
0.09843,0.242125984,0.228346457
0.11220,0.244094488,0.222440945
0.18701,0.242125984,0.177165354
0.12795,0.234251969,0.30511811
0.13780,0.179133858,0.25
0.14173,0.228346457,0.196850394
0.21489,0.238297872,0.336170213
0.21489,0.327659574,0.268085106
0.18936,0.227659574,0.336170213
0.18298,0.255319149,0.268085106
0.20213,0.214893617,0.310638298
0.21277,0.287234043,0.282978723
0.21702,0.29787234,0.359574468
0.19787,0.291489362,0.263829787
0.26596,0.317021277,0.280851064
0.21915,0.182978723,0.423404255
0.25093,0.312267658,0.301115242
0.25651,0.295539033,0.31598513
0.29368,0.25464684,0.353159851
0.27881,0.330855019,0.369888476
0.18587,0.249070632,0.390334572
0.24721,0.332713755,0.342007435
0.28067,0.310408922,0.342007435
0.33829,0.371747212,0.475836431
0.24721,0.295539033,0.355018587
0.24907,0.32527881,0.37732342
0.20327,0.332943925,0.45911215
0.23364,0.238317757,0.379672897
0.21612,0.28271028,0.426401869
0.27103,0.260514019,0.432242991
0.20327,0.246495327,0.390186916
0.21145,0.370327103,0.306074766
0.22664,0.317757009,0.279205607
0.20561,0.230140187,0.359813084
0.15421,0.309579439,0.471962617
0.18107,0.25,0.377336449
0.21925,0.408730159,0.388888889
0.20437,0.364087302,0.336309524
0.28274,0.261904762,0.487103175
0.33829,0.347222222,0.319444444
0.22421,0.330357143,0.279761905
0.23016,0.334325397,0.450396825
0.25794,0.353174603,0.365079365
0.26389,0.330357143,0.448412698
0.34524,0.349206349,0.328373016
0.28373,0.279761905,0.300595238
0.21041,0.234162896,0.371040724
0.24774,0.274886878,0.263574661
0.22738,0.399321267,0.357466063
0.28733,0.358597285,0.343891403
0.22511,0.399321267,0.335972851
0.19457,0.245475113,0.307692308
0.18326,0.305429864,0.367647059
0.24774,0.313348416,0.340497738
0.21719,0.326923077,0.24321267
0.29299,0.288461538,0.371040724
0.24079,0.208845209,0.262899263
0.17445,0.298525799,0.302211302
0.16339,0.254299754,0.283783784
0.25430,0.28992629,0.285012285
0.16339,0.27027027,0.245700246
0.20393,0.224815725,0.292383292
0.16216,0.259213759,0.355036855
0.20885,0.304668305,0.347665848
0.21130,0.244471744,0.33046683
0.18796,0.257985258,0.281326781
0.15225,0.138408304,0.269896194
0.16378,0.174163783,0.181084198
0.12226,0.277970012,0.266435986
0.16263,0.230680507,0.297577855
0.14533,0.24106113,0.314878893
0.09343,0.147635525,0.328719723
0.17301,0.211072664,0.347174164
0.23299,0.204152249,0.242214533
0.13379,0.169550173,0.364475202
0.15917,0.242214533,0.277970012
0.25926,0.352941176,0.281045752
0.27233,0.233115468,0.305010893
0.18301,0.283224401,0.294117647
0.20697,0.335511983,0.294117647
0.21351,0.265795207,0.34204793
0.19608,0.328976035,0.300653595
0.16122,0.267973856,0.357298475
0.23747,0.222222222,0.39869281
0.17211,0.265795207,0.300653595
0.23965,0.259259259,0.346405229
0.33333,0.364583333,0.44047619
0.32738,0.324404762,0.480654762
0.24107,0.413690476,0.358630952
0.31696,0.367559524,0.428571429
0.24851,0.389880952,0.458333333
0.31696,0.348214286,0.404761905
0.25298,0.358630952,0.449404762
0.36607,0.336309524,0.413690476
0.26637,0.342261905,0.438988095
0.31101,0.351190476,0.43452381
0.21399,0.329218107,0.504115226
0.25926,0.275720165,0.323045267
0.16667,0.298353909,0.37037037
0.24074,0.304526749,0.390946502
0.23457,0.259259259,0.281893004
0.19136,0.294238683,0.502057613
0.29012,0.281893004,0.283950617
0.25720,0.325102881,0.339506173
0.14403,0.244855967,0.37654321
0.26955,0.265432099,0.351851852
0.19793,0.256454389,0.325301205
0.21343,0.335628227,0.239242685
0.19105,0.265060241,0.320137694
0.20826,0.273666093,0.30636833
0.18589,0.251290878,0.270223752
0.19277,0.232358003,0.299483649
0.19793,0.266781411,0.368330465
0.20138,0.266781411,0.25989673
0.25301,0.268502582,0.339070568
0.19793,0.244406196,0.314974182
0.28139,0.373737374,0.497835498
0.29293,0.424242424,0.41991342
0.29726,0.363636364,0.382395382
0.35786,0.359307359,0.477633478
0.30880,0.337662338,0.497835498
0.24964,0.444444444,0.408369408
0.30447,0.343434343,0.378066378
0.25397,0.388167388,0.391053391
0.32612,0.367965368,0.415584416
0.35931,0.353535354,0.388167388
0.20030,0.235071807,0.288737717
0.18745,0.224489796,0.355253212
0.25775,0.253212396,0.26984127
0.13681,0.200302343,0.371126228
0.12245,0.252456538,0.270597128
0.21088,0.322751323,0.281179138
0.18443,0.215419501,0.25547997
0.17687,0.337868481,0.269085412
0.14739,0.207105064,0.278155707
0.22600,0.215419501,0.260770975
0.20818,0.237272727,0.293636364
0.33909,0.292727273,0.331818182
0.21273,0.251818182,0.333636364
0.28455,0.302727273,0.458181818
0.19182,0.277272727,0.39
0.18909,0.329090909,0.329090909
0.24364,0.306363636,0.379090909
0.25545,0.266363636,0.354545455
0.23909,0.37,0.299090909
0.24818,0.304545455,0.357272727
0.17463,0.264179104,0.437313433
0.16045,0.304477612,0.305223881
0.18358,0.214179104,0.368656716
0.15373,0.340298507,0.4
0.26940,0.300746269,0.312686567
0.17164,0.339552239,0.224626866
0.20000,0.313432836,0.26641791
0.22463,0.355223881,0.362686567
0.19701,0.311940299,0.247761194
0.24851,0.250746269,0.341791045
0.18528,0.278787879,0.342857143
0.23203,0.334199134,0.288311688
0.15584,0.260606061,0.281385281
0.18095,0.297835498,0.334199134
0.18095,0.233766234,0.393939394
0.25195,0.2995671,0.27965368
0.17922,0.260606061,0.367099567
0.21299,0.277056277,0.27012987
0.18355,0.29004329,0.316017316
0.19048,0.268398268,0.322077922
0.20000,0.396389892,0.357400722
0.26137,0.272924188,0.379783394
0.20217,0.34368231,0.410108303
0.17978,0.3566787,0.350180505
0.27653,0.401444043,0.267870036
0.18989,0.301083032,0.309747292
0.23032,0.335740072,0.320577617
0.17617,0.290252708,0.462815884
0.23394,0.319855596,0.282310469
0.18195,0.372563177,0.228158845
0.30854,0.33902439,0.413414634
0.30122,0.391463415,0.453658537
0.42805,0.367073171,0.536585366
0.46829,0.413414634,0.432926829
0.27927,0.384146341,0.403658537
0.31951,0.391463415,0.514634146
0.32927,0.351219512,0.335365854
0.27195,0.368292683,0.462195122
0.41585,0.369512195,0.351219512
0.31341,0.291463415,0.443902439
0.36809,0.481832543,0.415481833
0.27646,0.315955766,0.380726698
0.30806,0.285939968,0.466034755
0.35545,0.369668246,0.447077409
0.33175,0.407582938,0.417061611
0.20853,0.434439179,0.29699842
0.45656,0.2164297,0.412322275
0.27962,0.3507109,0.431279621
0.33807,0.308056872,0.41864139
0.23223,0.28436019,0.423380727
0.22929,0.273668639,0.355029586
0.23521,0.282544379,0.446745562
0.28994,0.325443787,0.23964497
0.25740,0.284023669,0.417159763
0.29734,0.291420118,0.347633136
0.24260,0.325443787,0.326923077
0.28698,0.309171598,0.427514793
0.38905,0.295857988,0.411242604
0.32396,0.334319527,0.389053254
0.29734,0.434911243,0.362426036
0.32490,0.380825566,0.470039947
0.40879,0.392809587,0.403462051
0.33555,0.419440746,0.48069241
0.30759,0.332889481,0.447403462
0.29827,0.426098535,0.523302264
0.32889,0.323568575,0.431424767
0.40746,0.38482024,0.426098535
0.33955,0.440745672,0.470039947
0.29427,0.412782956,0.387483356
0.33555,0.347536618,0.456724368
0.27344,0.356770833,0.36328125
0.34245,0.41015625,0.341145833
0.30599,0.381510417,0.361979167
0.32292,0.380208333,0.395833333
0.26953,0.3984375,0.450520833
0.26172,0.403645833,0.360677083
0.28255,0.424479167,0.40625
0.27083,0.309895833,0.4296875
0.28255,0.302083333,0.34375
0.26953,0.368489583,0.485677083
0.33955,0.455429498,0.542139384
0.23096,0.367909238,0.388168558
0.31767,0.328200972,0.397893031
0.27553,0.323338736,0.479740681
0.24149,0.326580227,0.481361426
0.27147,0.370340357,0.351701783
0.22690,0.349270665,0.350081037
0.23420,0.343598055,0.46191248
0.24392,0.361426256,0.450567261
0.23339,0.287682334,0.396272285
0.12156,0.194681861,0.240265907
0.15290,0.169040836,0.26305793
0.14815,0.169990503,0.339981007
0.12631,0.208926876,0.24311491
0.10256,0.235517569,0.28300095
0.11016,0.257359924,0.241215575
0.11871,0.259259259,0.283950617
0.09212,0.180436847,0.197530864
0.17094,0.231718898,0.334283001
0.09497,0.253561254,0.285849953
0.34459,0.296332046,0.444980695
0.23938,0.312741313,0.503861004
0.28282,0.334942085,0.356177606
0.38224,0.336872587,0.353281853
0.36486,0.302123552,0.384169884
0.49228,0.349420849,0.455598456
0.25579,0.328185328,0.392857143
0.24710,0.287644788,0.372586873
0.28571,0.298262548,0.395752896
0.26158,0.280888031,0.33011583
0.17896,0.270919635,0.317315659
0.20547,0.204639602,0.357083679
0.25601,0.271748136,0.263463132
0.17564,0.224523612,0.278376139
0.23281,0.268434134,0.250207125
0.20795,0.284175642,0.28003314
0.24358,0.246064623,0.281690141
0.15576,0.231980116,0.288318144
0.14913,0.375310688,0.26097763
0.16653,0.24026512,0.318972659
0.27427,0.359784284,0.43605547
0.27966,0.348228043,0.376733436
0.35362,0.325115562,0.439137134
0.35670,0.347457627,0.453775039
0.38059,0.382126348,0.462249615
0.27889,0.3605547,0.430662558
0.33744,0.325115562,0.405238829
0.32743,0.386748844,0.362865948
0.54700,0.335901387,0.420647149
0.44222,0.359784284,0.498459168
0.24858,0.326704545,0.392045455
0.26278,0.328125,0.336647727
0.28267,0.217329545,0.394886364
0.25284,0.299715909,0.326704545
0.21165,0.268465909,0.353693182
0.27557,0.316761364,0.285511364
0.31960,0.276988636,0.328125
0.22727,0.330965909,0.284090909
0.23295,0.282670455,0.379261364
0.21591,0.25,0.333806818
0.30939,0.294322132,0.375434531
0.30707,0.266512167,0.326767092
0.29896,0.300115875,0.462340672
0.27694,0.285052144,0.358053302
0.25956,0.273464658,0.396292005
0.24218,0.263035921,0.395133256
0.27462,0.365005794,0.458864426
0.24334,0.333719583,0.348783314
0.29780,0.354577057,0.393974508
0.25608,0.339513326,0.340672074
0.25983,0.287784679,0.423395445
0.36335,0.364389234,0.442028986
0.24120,0.297101449,0.342650104
0.25052,0.304347826,0.371635611
0.30331,0.296066253,0.480331263
0.32816,0.320910973,0.420289855
0.25983,0.427536232,0.477225673
0.36335,0.286749482,0.452380952
0.32609,0.327122153,0.457556936
0.32298,0.32505176,0.446169772
0.39453,0.427734375,0.440429688
0.32813,0.331054688,0.540039063
0.44141,0.322265625,0.551757813
0.47852,0.370117188,0.420898438
0.24219,0.334960938,0.360351563
0.27832,0.381835938,0.448242188
0.36133,0.45703125,0.495117188
0.38574,0.341796875,0.416992188
0.31738,0.375976563,0.510742188
0.33984,0.397460938,0.381835938
0.44226,0.374133949,0.584295612
0.44688,0.394919169,0.463048499
0.39607,0.416859122,0.414549654
0.38106,0.369515012,0.523094688
0.33949,0.478060046,0.620092379
0.35335,0.496535797,0.457274827
0.36028,0.327944573,0.434180139
0.39030,0.473441109,0.583140878
0.35219,0.501154734,0.653579677
0.33025,0.379907621,0.508083141
0.19884,0.268257411,0.421547361
0.25741,0.250903832,0.335502531
0.14751,0.292841649,0.256688359
0.19595,0.271149675,0.37527115
0.20029,0.250903832,0.333333333
0.13449,0.259580622,0.292118583
0.18294,0.23571945,0.368763557
0.18366,0.273318872,0.322487346
0.13955,0.292841649,0.379609544
0.26030,0.25307303,0.307302965
0.13874,0.281413613,0.386125654
0.19241,0.291230366,0.386125654
0.19306,0.248036649,0.330497382
0.21466,0.296465969,0.332460733
0.21597,0.27552356,0.316753927
0.18848,0.240183246,0.341623037
0.21270,0.243455497,0.333769634
0.21073,0.287958115,0.313481675
0.26505,0.344895288,0.451570681
0.16623,0.288612565,0.447643979
0.36573,0.420082911,0.466144634
0.30585,0.412713035,0.406264394
0.27269,0.372178719,0.416397973
0.35698,0.387379088,0.408106863
0.32151,0.453707969,0.499309074
0.30539,0.433901428,0.44357439
0.37771,0.391064026,0.589129433
0.33026,0.401197605,0.433901428
0.60940,0.441731921,0.508982036
0.30032,0.376324275,0.519576232
0.30301,0.3307633,0.449498843
0.25906,0.290670779,0.32382421
0.27294,0.387047032,0.396299152
0.29530,0.31765613,0.465690054
0.25443,0.34849653,0.358519661
0.30840,0.406322282,0.422513493
0.33616,0.32536623,0.34001542
0.43408,0.33307633,0.393215112
0.33308,0.406322282,0.388589052
0.30378,0.350038551,0.367000771
0.26905,0.330831409,0.31408776
0.19804,0.309468822,0.438799076
0.22633,0.381639723,0.344110855
0.24596,0.275981524,0.386258661
0.28291,0.305427252,0.426096998
0.18880,0.280600462,0.341224018
0.28233,0.321016166,0.334295612
0.25751,0.335450346,0.307736721
0.33141,0.326789838,0.365473441
0.27656,0.315242494,0.336605081
0.19814,0.259029928,0.33126935
0.14448,0.293085655,0.320949432
0.17441,0.265221878,0.348813209
0.15996,0.263157895,0.249742002
0.19092,0.329205366,0.324045408
0.16615,0.261093911,0.285861713
0.21259,0.268317853,0.370485036
0.21878,0.239422085,0.36119711
0.18576,0.203302374,0.374613003
0.21775,0.24251806,0.31372549
0.33962,0.378178835,0.454470878
0.29450,0.327317473,0.362592289
0.38720,0.383921247,0.526661198
0.29614,0.401148482,0.502050861
0.44217,0.368334701,0.437243642
0.26825,0.360131255,0.395406071
0.35603,0.381460213,0.489745693
0.31091,0.409351928,0.529942576
0.34208,0.383921247,0.475799836
0.36095,0.343724364,0.374077112
0.42378,0.542697526,0.509976057
0.37590,0.527533919,0.538707103
0.47247,0.470869912,0.537110934
0.34876,0.368715084,0.569034318
0.39824,0.411013567,0.506783719
0.53472,0.476456504,0.455706305
0.56903,0.466081405,0.479648843
0.39745,0.375897845,0.531524342
0.35834,0.43575419,0.523543496
0.36792,0.363128492,0.642458101
0.29187,0.422135162,0.418217434
0.34280,0.3956905,0.417238002
0.35064,0.396669931,0.449559256
0.35749,0.35553379,0.474045054
0.34084,0.378060725,0.479921645
0.38198,0.357492654,0.381978452
0.28795,0.42115573,0.518119491
0.41038,0.414299706,0.487757101
0.27816,0.371204701,0.425073457
0.29187,0.428011753,0.521057786
0.42720,0.4056,0.4264
0.38560,0.42,0.4664
0.29920,0.3856,0.4872
0.28640,0.3672,0.4464
0.28720,0.3504,0.448
0.35840,0.3552,0.4712
0.33040,0.3048,0.4448
0.30960,0.4304,0.4768
0.37120,0.408,0.4384
0.36080,0.3264,0.4352
